target_end_date,target,location,observation
2022-07-02,wk inc flu hosp,40,25
2022-07-02,wk inc flu hosp,41,2
2022-07-02,wk inc flu hosp,42,44
2022-07-02,wk inc flu hosp,72,28
2022-07-02,wk inc flu hosp,44,0
2022-07-02,wk inc flu hosp,45,15
2022-07-02,wk inc flu hosp,46,1
2022-07-02,wk inc flu hosp,47,27
2022-07-02,wk inc flu hosp,48,94
2022-07-02,wk inc flu hosp,US,1133
2022-07-02,wk inc flu hosp,49,5
2022-07-02,wk inc flu hosp,51,47
2022-07-02,wk inc flu hosp,50,3
2022-07-02,wk inc flu hosp,53,50
2022-07-02,wk inc flu hosp,55,7
2022-07-02,wk inc flu hosp,54,4
2022-07-02,wk inc flu hosp,56,2
2022-07-09,wk inc flu hosp,02,3
2022-07-09,wk inc flu hosp,01,24
2022-07-09,wk inc flu hosp,05,6
2022-07-09,wk inc flu hosp,04,15
2022-07-09,wk inc flu hosp,06,122
2022-07-09,wk inc flu hosp,08,11
2022-07-09,wk inc flu hosp,09,4
2022-07-09,wk inc flu hosp,11,2
2022-07-09,wk inc flu hosp,10,1
2022-07-09,wk inc flu hosp,12,177
2022-07-09,wk inc flu hosp,13,23
2022-07-09,wk inc flu hosp,15,2
2022-07-09,wk inc flu hosp,19,3
2022-07-09,wk inc flu hosp,16,4
2022-07-09,wk inc flu hosp,17,9
2022-07-09,wk inc flu hosp,18,12
2022-07-09,wk inc flu hosp,20,3
2022-07-09,wk inc flu hosp,21,7
2022-07-09,wk inc flu hosp,22,3
2022-07-09,wk inc flu hosp,25,15
2022-07-09,wk inc flu hosp,24,15
2022-07-09,wk inc flu hosp,23,0
2022-07-09,wk inc flu hosp,26,12
2022-07-09,wk inc flu hosp,27,2
2022-07-09,wk inc flu hosp,29,15
2022-07-09,wk inc flu hosp,28,24
2022-07-09,wk inc flu hosp,30,3
2022-07-09,wk inc flu hosp,37,19
2022-07-09,wk inc flu hosp,38,0
2022-07-09,wk inc flu hosp,31,8
2022-07-09,wk inc flu hosp,33,1
2022-07-09,wk inc flu hosp,34,18
2022-07-09,wk inc flu hosp,35,0
2022-07-09,wk inc flu hosp,32,18
2022-07-09,wk inc flu hosp,36,35
2022-07-09,wk inc flu hosp,39,4
2022-07-09,wk inc flu hosp,40,26
2022-07-09,wk inc flu hosp,41,0
2022-07-09,wk inc flu hosp,42,40
2022-07-09,wk inc flu hosp,72,20
2022-07-09,wk inc flu hosp,44,0
2022-07-09,wk inc flu hosp,45,15
2022-07-09,wk inc flu hosp,46,0
2022-07-09,wk inc flu hosp,47,12
2022-07-09,wk inc flu hosp,48,78
2022-07-09,wk inc flu hosp,US,875
2022-07-09,wk inc flu hosp,49,0
2022-07-09,wk inc flu hosp,51,25
2022-07-09,wk inc flu hosp,50,1
2022-07-09,wk inc flu hosp,53,27
2022-07-09,wk inc flu hosp,55,2
2022-07-09,wk inc flu hosp,54,7
2022-07-09,wk inc flu hosp,56,2
2022-07-16,wk inc flu hosp,02,0
2022-07-16,wk inc flu hosp,01,21
2022-07-16,wk inc flu hosp,05,21
2022-07-16,wk inc flu hosp,04,13
2022-07-16,wk inc flu hosp,06,102
2022-07-16,wk inc flu hosp,08,11
2022-07-16,wk inc flu hosp,09,3
2022-07-16,wk inc flu hosp,11,1
2022-07-16,wk inc flu hosp,10,1
2022-07-16,wk inc flu hosp,12,134
2022-07-16,wk inc flu hosp,13,26
2022-07-16,wk inc flu hosp,15,0
2022-07-16,wk inc flu hosp,19,0
2022-07-16,wk inc flu hosp,16,4
2022-07-16,wk inc flu hosp,17,14
2022-07-16,wk inc flu hosp,18,11
2022-07-16,wk inc flu hosp,20,2
2022-07-16,wk inc flu hosp,21,9
2022-07-16,wk inc flu hosp,22,5
2022-07-16,wk inc flu hosp,25,14
2022-07-16,wk inc flu hosp,24,5
2022-07-16,wk inc flu hosp,23,0
2022-07-16,wk inc flu hosp,26,6
2022-07-16,wk inc flu hosp,27,2
2022-07-16,wk inc flu hosp,29,14
2022-07-16,wk inc flu hosp,28,18
2022-07-16,wk inc flu hosp,30,1
2022-07-16,wk inc flu hosp,37,41
2022-07-16,wk inc flu hosp,38,1
2022-07-16,wk inc flu hosp,31,4
2022-07-16,wk inc flu hosp,33,0
2022-07-16,wk inc flu hosp,34,20
2022-07-16,wk inc flu hosp,35,6
2022-07-16,wk inc flu hosp,32,16
2022-07-16,wk inc flu hosp,36,36
2022-07-16,wk inc flu hosp,39,8
2022-07-16,wk inc flu hosp,40,22
2022-07-16,wk inc flu hosp,41,7
2022-07-16,wk inc flu hosp,42,25
2022-07-16,wk inc flu hosp,72,12
2022-07-16,wk inc flu hosp,44,1
2022-07-16,wk inc flu hosp,45,9
2022-07-16,wk inc flu hosp,46,0
2022-07-16,wk inc flu hosp,47,11
2022-07-16,wk inc flu hosp,48,114
2022-07-16,wk inc flu hosp,US,841
2022-07-16,wk inc flu hosp,49,0
2022-07-16,wk inc flu hosp,51,28
2022-07-16,wk inc flu hosp,50,1
2022-07-16,wk inc flu hosp,53,30
2022-07-16,wk inc flu hosp,55,1
2022-07-16,wk inc flu hosp,54,8
2022-07-16,wk inc flu hosp,56,2
2022-07-23,wk inc flu hosp,02,0
2022-07-23,wk inc flu hosp,01,10
2022-07-23,wk inc flu hosp,05,14
2022-07-23,wk inc flu hosp,04,19
2022-07-23,wk inc flu hosp,06,64
2022-07-23,wk inc flu hosp,08,8
2022-07-23,wk inc flu hosp,09,6
2022-07-23,wk inc flu hosp,11,0
2022-07-23,wk inc flu hosp,10,0
2022-07-23,wk inc flu hosp,12,97
2022-07-23,wk inc flu hosp,13,26
2022-07-23,wk inc flu hosp,15,1
2022-07-23,wk inc flu hosp,19,1
2022-07-23,wk inc flu hosp,16,0
2022-07-23,wk inc flu hosp,17,3
2022-07-23,wk inc flu hosp,18,7
2022-07-23,wk inc flu hosp,20,3
2022-07-23,wk inc flu hosp,21,3
2022-07-23,wk inc flu hosp,22,15
2022-07-23,wk inc flu hosp,25,12
2022-07-23,wk inc flu hosp,24,5
2022-07-23,wk inc flu hosp,23,2
2022-07-23,wk inc flu hosp,26,7
2022-07-23,wk inc flu hosp,27,3
2022-07-23,wk inc flu hosp,29,18
2022-07-23,wk inc flu hosp,28,24
2022-07-23,wk inc flu hosp,30,0
2022-07-23,wk inc flu hosp,37,41
2022-07-23,wk inc flu hosp,38,2
2022-07-23,wk inc flu hosp,31,1
2022-07-23,wk inc flu hosp,33,2
2022-07-23,wk inc flu hosp,34,7
2022-07-23,wk inc flu hosp,35,5
2022-07-23,wk inc flu hosp,32,3
2022-07-23,wk inc flu hosp,36,12
2022-07-23,wk inc flu hosp,39,12
2022-07-23,wk inc flu hosp,40,6
2022-07-23,wk inc flu hosp,41,1
2022-07-23,wk inc flu hosp,42,37
2022-07-23,wk inc flu hosp,72,17
2022-07-23,wk inc flu hosp,44,0
2022-07-23,wk inc flu hosp,45,17
2022-07-23,wk inc flu hosp,46,8
2022-07-23,wk inc flu hosp,47,15
2022-07-23,wk inc flu hosp,48,99
2022-07-23,wk inc flu hosp,US,700
2022-07-23,wk inc flu hosp,49,0
2022-07-23,wk inc flu hosp,51,40
2022-07-23,wk inc flu hosp,50,0
2022-07-23,wk inc flu hosp,53,23
2022-07-23,wk inc flu hosp,55,0
2022-07-23,wk inc flu hosp,54,4
2022-07-23,wk inc flu hosp,56,0
2022-07-30,wk inc flu hosp,02,0
2022-07-30,wk inc flu hosp,01,19
2022-07-30,wk inc flu hosp,05,5
2022-07-30,wk inc flu hosp,04,21
2022-07-30,wk inc flu hosp,06,46
2022-07-30,wk inc flu hosp,08,9
2022-07-30,wk inc flu hosp,09,4
2022-07-30,wk inc flu hosp,11,0
2022-07-30,wk inc flu hosp,10,2
2022-07-30,wk inc flu hosp,12,81
2022-07-30,wk inc flu hosp,13,33
2022-07-30,wk inc flu hosp,15,2
2022-07-30,wk inc flu hosp,19,0
2022-07-30,wk inc flu hosp,16,1
2022-07-30,wk inc flu hosp,17,12
2022-07-30,wk inc flu hosp,18,18
2022-07-30,wk inc flu hosp,20,5
2022-07-30,wk inc flu hosp,21,7
2022-07-30,wk inc flu hosp,22,2
2022-07-30,wk inc flu hosp,25,5
2022-07-30,wk inc flu hosp,24,5
2022-07-30,wk inc flu hosp,23,0
2022-07-30,wk inc flu hosp,26,4
2022-07-30,wk inc flu hosp,27,3
2022-07-30,wk inc flu hosp,29,14
2022-07-30,wk inc flu hosp,28,17
2022-07-30,wk inc flu hosp,30,0
2022-07-30,wk inc flu hosp,37,8
2022-07-30,wk inc flu hosp,38,0
2022-07-30,wk inc flu hosp,31,4
2022-07-30,wk inc flu hosp,33,2
2022-07-30,wk inc flu hosp,34,10
2022-07-30,wk inc flu hosp,35,3
2022-07-30,wk inc flu hosp,32,6
2022-07-30,wk inc flu hosp,36,15
2022-07-30,wk inc flu hosp,39,7
2022-07-30,wk inc flu hosp,40,6
2022-07-30,wk inc flu hosp,41,2
2022-07-30,wk inc flu hosp,42,28
2022-07-30,wk inc flu hosp,72,16
2022-07-30,wk inc flu hosp,44,0
2022-07-30,wk inc flu hosp,45,20
2022-07-30,wk inc flu hosp,46,9
2022-07-30,wk inc flu hosp,47,20
2022-07-30,wk inc flu hosp,48,87
2022-07-30,wk inc flu hosp,US,610
2022-07-30,wk inc flu hosp,49,1
2022-07-30,wk inc flu hosp,51,29
2022-07-30,wk inc flu hosp,50,0
2022-07-30,wk inc flu hosp,53,15
2022-07-30,wk inc flu hosp,55,3
2022-07-30,wk inc flu hosp,54,1
2022-07-30,wk inc flu hosp,56,2
2022-08-06,wk inc flu hosp,02,0
2022-08-06,wk inc flu hosp,01,12
2022-08-06,wk inc flu hosp,05,8
2022-08-06,wk inc flu hosp,04,11
2022-08-06,wk inc flu hosp,06,39
2022-08-06,wk inc flu hosp,08,14
2022-08-06,wk inc flu hosp,09,3
2022-08-06,wk inc flu hosp,11,2
2022-08-06,wk inc flu hosp,10,0
2022-08-06,wk inc flu hosp,12,87
2022-08-06,wk inc flu hosp,13,31
2022-08-06,wk inc flu hosp,15,3
2022-08-06,wk inc flu hosp,19,1
2022-08-06,wk inc flu hosp,16,2
2022-08-06,wk inc flu hosp,17,13
2022-08-06,wk inc flu hosp,18,11
2022-08-06,wk inc flu hosp,20,2
2022-08-06,wk inc flu hosp,21,9
2022-08-06,wk inc flu hosp,22,5
2022-08-06,wk inc flu hosp,25,11
2022-08-06,wk inc flu hosp,24,3
2022-08-06,wk inc flu hosp,23,0
2022-08-06,wk inc flu hosp,26,0
2022-08-06,wk inc flu hosp,27,2
2022-08-06,wk inc flu hosp,29,22
2022-08-06,wk inc flu hosp,28,21
2022-08-06,wk inc flu hosp,30,0
2022-08-06,wk inc flu hosp,37,2
2022-08-06,wk inc flu hosp,38,2
2022-08-06,wk inc flu hosp,31,2
2022-08-06,wk inc flu hosp,33,1
2022-08-06,wk inc flu hosp,34,19
2022-08-06,wk inc flu hosp,35,6
2022-08-06,wk inc flu hosp,32,1
2022-08-06,wk inc flu hosp,36,11
2022-08-06,wk inc flu hosp,39,3
2022-08-06,wk inc flu hosp,40,24
2022-08-06,wk inc flu hosp,41,0
2022-08-06,wk inc flu hosp,42,28
2022-08-06,wk inc flu hosp,72,16
2022-08-06,wk inc flu hosp,44,0
2022-08-06,wk inc flu hosp,45,11
2022-08-06,wk inc flu hosp,46,5
2022-08-06,wk inc flu hosp,47,47
2022-08-06,wk inc flu hosp,48,83
2022-08-06,wk inc flu hosp,US,630
2022-08-06,wk inc flu hosp,49,1
2022-08-06,wk inc flu hosp,51,25
2022-08-06,wk inc flu hosp,50,0
2022-08-06,wk inc flu hosp,53,17
2022-08-06,wk inc flu hosp,55,5
2022-08-06,wk inc flu hosp,54,9
2022-08-06,wk inc flu hosp,56,0
2022-08-13,wk inc flu hosp,02,1
2022-08-13,wk inc flu hosp,01,19
2022-08-13,wk inc flu hosp,05,7
2022-08-13,wk inc flu hosp,04,11
2022-08-13,wk inc flu hosp,06,38
2022-08-13,wk inc flu hosp,08,8
2022-08-13,wk inc flu hosp,09,0
2022-08-13,wk inc flu hosp,11,0
2022-08-13,wk inc flu hosp,10,1
2022-08-13,wk inc flu hosp,12,89
2022-08-13,wk inc flu hosp,13,13
2022-08-13,wk inc flu hosp,15,2
2022-08-13,wk inc flu hosp,19,2
2022-08-13,wk inc flu hosp,16,0
2022-08-13,wk inc flu hosp,17,12
2022-08-13,wk inc flu hosp,18,7
2022-08-13,wk inc flu hosp,20,2
2022-08-13,wk inc flu hosp,21,6
2022-08-13,wk inc flu hosp,22,7
2022-08-13,wk inc flu hosp,25,9
2022-08-13,wk inc flu hosp,24,5
2022-08-13,wk inc flu hosp,23,2
2022-08-13,wk inc flu hosp,26,5
2022-08-13,wk inc flu hosp,27,5
2022-08-13,wk inc flu hosp,29,17
2022-08-13,wk inc flu hosp,28,13
2022-08-13,wk inc flu hosp,30,0
2022-08-13,wk inc flu hosp,37,12
2022-08-13,wk inc flu hosp,38,2
2022-08-13,wk inc flu hosp,31,0
2022-08-13,wk inc flu hosp,33,1
2022-08-13,wk inc flu hosp,34,6
2022-08-13,wk inc flu hosp,35,7
2022-08-13,wk inc flu hosp,32,1
2022-08-13,wk inc flu hosp,36,10
2022-08-13,wk inc flu hosp,39,1
2022-08-13,wk inc flu hosp,40,9
2022-08-13,wk inc flu hosp,41,2
2022-08-13,wk inc flu hosp,42,30
2022-08-13,wk inc flu hosp,72,22
2022-08-13,wk inc flu hosp,44,0
2022-08-13,wk inc flu hosp,45,13
2022-08-13,wk inc flu hosp,46,7
2022-08-13,wk inc flu hosp,47,16
2022-08-13,wk inc flu hosp,48,92
2022-08-13,wk inc flu hosp,US,562
2022-08-13,wk inc flu hosp,49,2
2022-08-13,wk inc flu hosp,51,33
2022-08-13,wk inc flu hosp,50,0
2022-08-13,wk inc flu hosp,53,13
2022-08-13,wk inc flu hosp,55,1
2022-08-13,wk inc flu hosp,54,1
2022-08-13,wk inc flu hosp,56,0
2022-08-20,wk inc flu hosp,02,1
2022-08-20,wk inc flu hosp,01,11
2022-08-20,wk inc flu hosp,05,4
2022-08-20,wk inc flu hosp,04,18
2022-08-20,wk inc flu hosp,06,39
2022-08-20,wk inc flu hosp,08,11
2022-08-20,wk inc flu hosp,09,2
2022-08-20,wk inc flu hosp,11,0
2022-08-20,wk inc flu hosp,10,1
2022-08-20,wk inc flu hosp,12,67
2022-08-20,wk inc flu hosp,13,19
2022-08-20,wk inc flu hosp,15,0
2022-08-20,wk inc flu hosp,19,3
2022-08-20,wk inc flu hosp,16,2
2022-08-20,wk inc flu hosp,17,14
2022-08-20,wk inc flu hosp,18,10
2022-08-20,wk inc flu hosp,20,3
2022-08-20,wk inc flu hosp,21,6
2022-08-20,wk inc flu hosp,22,6
2022-08-20,wk inc flu hosp,25,3
2022-08-20,wk inc flu hosp,24,10
2022-08-20,wk inc flu hosp,23,0
2022-08-20,wk inc flu hosp,26,0
2022-08-20,wk inc flu hosp,27,1
2022-08-20,wk inc flu hosp,29,11
2022-08-20,wk inc flu hosp,28,16
2022-08-20,wk inc flu hosp,30,1
2022-08-20,wk inc flu hosp,37,13
2022-08-20,wk inc flu hosp,38,0
2022-08-20,wk inc flu hosp,31,7
2022-08-20,wk inc flu hosp,33,0
2022-08-20,wk inc flu hosp,34,15
2022-08-20,wk inc flu hosp,35,7
2022-08-20,wk inc flu hosp,32,2
2022-08-20,wk inc flu hosp,36,19
2022-08-20,wk inc flu hosp,39,12
2022-08-20,wk inc flu hosp,40,7
2022-08-20,wk inc flu hosp,41,0
2022-08-20,wk inc flu hosp,42,44
2022-08-20,wk inc flu hosp,72,15
2022-08-20,wk inc flu hosp,44,0
2022-08-20,wk inc flu hosp,45,6
2022-08-20,wk inc flu hosp,46,8
2022-08-20,wk inc flu hosp,47,15
2022-08-20,wk inc flu hosp,48,107
2022-08-20,wk inc flu hosp,US,573
2022-08-20,wk inc flu hosp,49,1
2022-08-20,wk inc flu hosp,51,21
2022-08-20,wk inc flu hosp,50,0
2022-08-20,wk inc flu hosp,53,12
2022-08-20,wk inc flu hosp,55,1
2022-08-20,wk inc flu hosp,54,2
2022-08-20,wk inc flu hosp,56,0
2022-08-27,wk inc flu hosp,02,1
2022-08-27,wk inc flu hosp,01,19
2022-08-27,wk inc flu hosp,05,3
2022-08-27,wk inc flu hosp,04,16
2022-08-27,wk inc flu hosp,06,33
2022-08-27,wk inc flu hosp,08,1
2022-08-27,wk inc flu hosp,09,9
2022-08-27,wk inc flu hosp,11,1
2022-08-27,wk inc flu hosp,10,1
2022-08-27,wk inc flu hosp,12,75
2022-08-27,wk inc flu hosp,13,17
2022-08-27,wk inc flu hosp,15,1
2022-08-27,wk inc flu hosp,19,1
2022-08-27,wk inc flu hosp,16,1
2022-08-27,wk inc flu hosp,17,15
2022-08-27,wk inc flu hosp,18,15
2022-08-27,wk inc flu hosp,20,1
2022-08-27,wk inc flu hosp,21,6
2022-08-27,wk inc flu hosp,22,10
2022-08-27,wk inc flu hosp,25,12
2022-08-27,wk inc flu hosp,24,5
2022-08-27,wk inc flu hosp,23,0
2022-08-27,wk inc flu hosp,26,2
2022-08-27,wk inc flu hosp,27,0
2022-08-27,wk inc flu hosp,29,6
2022-08-27,wk inc flu hosp,28,15
2022-08-27,wk inc flu hosp,30,0
2022-08-27,wk inc flu hosp,37,13
2022-08-27,wk inc flu hosp,38,0
2022-08-27,wk inc flu hosp,31,8
2022-08-27,wk inc flu hosp,33,0
2022-08-27,wk inc flu hosp,34,12
2022-08-27,wk inc flu hosp,35,6
2022-08-27,wk inc flu hosp,32,7
2022-08-27,wk inc flu hosp,36,26
2022-08-27,wk inc flu hosp,39,14
2022-08-27,wk inc flu hosp,40,10
2022-08-27,wk inc flu hosp,41,0
2022-08-27,wk inc flu hosp,42,29
2022-08-27,wk inc flu hosp,72,23
2022-08-27,wk inc flu hosp,44,0
2022-08-27,wk inc flu hosp,45,10
2022-08-27,wk inc flu hosp,46,6
2022-08-27,wk inc flu hosp,47,16
2022-08-27,wk inc flu hosp,48,111
2022-08-27,wk inc flu hosp,US,595
2022-08-27,wk inc flu hosp,49,0
2022-08-27,wk inc flu hosp,51,24
2022-08-27,wk inc flu hosp,50,0
2022-08-27,wk inc flu hosp,53,7
2022-08-27,wk inc flu hosp,55,3
2022-08-27,wk inc flu hosp,54,4
2022-08-27,wk inc flu hosp,56,0
2022-09-03,wk inc flu hosp,02,0
2022-09-03,wk inc flu hosp,01,21
2022-09-03,wk inc flu hosp,05,8
2022-09-03,wk inc flu hosp,04,16
2022-09-03,wk inc flu hosp,06,35
2022-09-03,wk inc flu hosp,08,1
2022-09-03,wk inc flu hosp,09,4
2022-09-03,wk inc flu hosp,11,0
2022-09-03,wk inc flu hosp,10,3
2022-09-03,wk inc flu hosp,12,70
2022-09-03,wk inc flu hosp,13,22
2022-09-03,wk inc flu hosp,15,2
2022-09-03,wk inc flu hosp,19,3
2022-09-03,wk inc flu hosp,16,3
2022-09-03,wk inc flu hosp,17,10
2022-09-03,wk inc flu hosp,18,22
2022-09-03,wk inc flu hosp,20,3
2022-09-03,wk inc flu hosp,21,6
2022-09-03,wk inc flu hosp,22,6
2022-09-03,wk inc flu hosp,25,7
2022-09-03,wk inc flu hosp,24,1
2022-09-03,wk inc flu hosp,23,0
2022-09-03,wk inc flu hosp,26,1
2022-09-03,wk inc flu hosp,27,1
2022-09-03,wk inc flu hosp,29,10
2022-09-03,wk inc flu hosp,28,19
2022-09-03,wk inc flu hosp,30,0
2022-09-03,wk inc flu hosp,37,8
2022-09-03,wk inc flu hosp,38,3
2022-09-03,wk inc flu hosp,31,8
2022-09-03,wk inc flu hosp,33,0
2022-09-03,wk inc flu hosp,34,9
2022-09-03,wk inc flu hosp,35,21
2022-09-03,wk inc flu hosp,32,3
2022-09-03,wk inc flu hosp,36,21
2022-09-03,wk inc flu hosp,39,13
2022-09-03,wk inc flu hosp,40,9
2022-09-03,wk inc flu hosp,41,0
2022-09-03,wk inc flu hosp,42,40
2022-09-03,wk inc flu hosp,72,29
2022-09-03,wk inc flu hosp,44,0
2022-09-03,wk inc flu hosp,45,14
2022-09-03,wk inc flu hosp,46,7
2022-09-03,wk inc flu hosp,47,17
2022-09-03,wk inc flu hosp,48,83
2022-09-03,wk inc flu hosp,US,601
2022-09-03,wk inc flu hosp,49,1
2022-09-03,wk inc flu hosp,51,29
2022-09-03,wk inc flu hosp,50,1
2022-09-03,wk inc flu hosp,53,8
2022-09-03,wk inc flu hosp,55,2
2022-09-03,wk inc flu hosp,54,1
2022-09-03,wk inc flu hosp,56,0
2022-09-10,wk inc flu hosp,02,5
2022-09-10,wk inc flu hosp,01,11
2022-09-10,wk inc flu hosp,05,6
2022-09-10,wk inc flu hosp,04,5
2022-09-10,wk inc flu hosp,06,29
2022-09-10,wk inc flu hosp,08,3
2022-09-10,wk inc flu hosp,09,3
2022-09-10,wk inc flu hosp,11,0
2022-09-10,wk inc flu hosp,10,0
2022-09-10,wk inc flu hosp,12,60
2022-09-10,wk inc flu hosp,13,38
2022-09-10,wk inc flu hosp,15,1
2022-09-10,wk inc flu hosp,19,0
2022-09-10,wk inc flu hosp,16,0
2022-09-10,wk inc flu hosp,17,3
2022-09-10,wk inc flu hosp,18,27
2022-09-10,wk inc flu hosp,20,0
2022-09-10,wk inc flu hosp,21,19
2022-09-10,wk inc flu hosp,22,19
2022-09-10,wk inc flu hosp,25,4
2022-09-10,wk inc flu hosp,24,3
2022-09-10,wk inc flu hosp,23,0
2022-09-10,wk inc flu hosp,26,10
2022-09-10,wk inc flu hosp,27,1
2022-09-10,wk inc flu hosp,29,4
2022-09-10,wk inc flu hosp,28,22
2022-09-10,wk inc flu hosp,30,0
2022-09-10,wk inc flu hosp,37,14
2022-09-10,wk inc flu hosp,38,0
2022-09-10,wk inc flu hosp,31,4
2022-09-10,wk inc flu hosp,33,0
2022-09-10,wk inc flu hosp,34,13
2022-09-10,wk inc flu hosp,35,7
2022-09-10,wk inc flu hosp,32,6
2022-09-10,wk inc flu hosp,36,14
2022-09-10,wk inc flu hosp,39,16
2022-09-10,wk inc flu hosp,40,10
2022-09-10,wk inc flu hosp,41,1
2022-09-10,wk inc flu hosp,42,35
2022-09-10,wk inc flu hosp,72,39
2022-09-10,wk inc flu hosp,44,0
2022-09-10,wk inc flu hosp,45,8
2022-09-10,wk inc flu hosp,46,7
2022-09-10,wk inc flu hosp,47,24
2022-09-10,wk inc flu hosp,48,121
2022-09-10,wk inc flu hosp,US,623
2022-09-10,wk inc flu hosp,49,1
2022-09-10,wk inc flu hosp,51,20
2022-09-10,wk inc flu hosp,50,0
2022-09-10,wk inc flu hosp,53,10
2022-09-10,wk inc flu hosp,55,0
2022-09-10,wk inc flu hosp,54,0
2022-09-10,wk inc flu hosp,56,0
2022-09-17,wk inc flu hosp,02,0
2022-09-17,wk inc flu hosp,01,17
2022-09-17,wk inc flu hosp,05,4
2022-09-17,wk inc flu hosp,04,7
2022-09-17,wk inc flu hosp,06,24
2022-09-17,wk inc flu hosp,08,3
2022-09-17,wk inc flu hosp,09,4
2022-09-17,wk inc flu hosp,11,0
2022-09-17,wk inc flu hosp,10,2
2022-09-17,wk inc flu hosp,12,78
2022-09-17,wk inc flu hosp,13,36
2022-09-17,wk inc flu hosp,15,2
2022-09-17,wk inc flu hosp,19,1
2022-09-17,wk inc flu hosp,16,1
2022-09-17,wk inc flu hosp,17,5
2022-09-17,wk inc flu hosp,18,26
2022-09-17,wk inc flu hosp,20,0
2022-09-17,wk inc flu hosp,21,3
2022-09-17,wk inc flu hosp,22,18
2022-09-17,wk inc flu hosp,25,2
2022-09-17,wk inc flu hosp,24,8
2022-09-17,wk inc flu hosp,23,0
2022-09-17,wk inc flu hosp,26,3
2022-09-17,wk inc flu hosp,27,0
2022-09-17,wk inc flu hosp,29,6
2022-09-17,wk inc flu hosp,28,32
2022-09-17,wk inc flu hosp,30,1
2022-09-17,wk inc flu hosp,37,17
2022-09-17,wk inc flu hosp,38,0
2022-09-17,wk inc flu hosp,31,7
2022-09-17,wk inc flu hosp,33,3
2022-09-17,wk inc flu hosp,34,9
2022-09-17,wk inc flu hosp,35,4
2022-09-17,wk inc flu hosp,32,8
2022-09-17,wk inc flu hosp,36,20
2022-09-17,wk inc flu hosp,39,5
2022-09-17,wk inc flu hosp,40,9
2022-09-17,wk inc flu hosp,41,1
2022-09-17,wk inc flu hosp,42,29
2022-09-17,wk inc flu hosp,72,49
2022-09-17,wk inc flu hosp,44,0
2022-09-17,wk inc flu hosp,45,8
2022-09-17,wk inc flu hosp,46,7
2022-09-17,wk inc flu hosp,47,20
2022-09-17,wk inc flu hosp,48,122
2022-09-17,wk inc flu hosp,US,644
2022-09-17,wk inc flu hosp,49,0
2022-09-17,wk inc flu hosp,51,27
2022-09-17,wk inc flu hosp,50,0
2022-09-17,wk inc flu hosp,53,15
2022-09-17,wk inc flu hosp,55,0
2022-09-17,wk inc flu hosp,54,1
2022-09-17,wk inc flu hosp,56,0
2022-09-24,wk inc flu hosp,02,0
2022-09-24,wk inc flu hosp,01,20
2022-09-24,wk inc flu hosp,05,8
2022-09-24,wk inc flu hosp,04,9
2022-09-24,wk inc flu hosp,06,35
2022-09-24,wk inc flu hosp,08,4
2022-09-24,wk inc flu hosp,09,3
2022-09-24,wk inc flu hosp,11,1
2022-09-24,wk inc flu hosp,10,0
2022-09-24,wk inc flu hosp,12,81
2022-09-24,wk inc flu hosp,13,39
2022-09-24,wk inc flu hosp,15,3
2022-09-24,wk inc flu hosp,19,7
2022-09-24,wk inc flu hosp,16,3
2022-09-24,wk inc flu hosp,17,16
2022-09-24,wk inc flu hosp,18,34
2022-09-24,wk inc flu hosp,20,1
2022-09-24,wk inc flu hosp,21,11
2022-09-24,wk inc flu hosp,22,23
2022-09-24,wk inc flu hosp,25,4
2022-09-24,wk inc flu hosp,24,3
2022-09-24,wk inc flu hosp,23,0
2022-09-24,wk inc flu hosp,26,5
2022-09-24,wk inc flu hosp,27,3
2022-09-24,wk inc flu hosp,29,7
2022-09-24,wk inc flu hosp,28,20
2022-09-24,wk inc flu hosp,30,0
2022-09-24,wk inc flu hosp,37,13
2022-09-24,wk inc flu hosp,38,1
2022-09-24,wk inc flu hosp,31,9
2022-09-24,wk inc flu hosp,33,2
2022-09-24,wk inc flu hosp,34,19
2022-09-24,wk inc flu hosp,35,9
2022-09-24,wk inc flu hosp,32,9
2022-09-24,wk inc flu hosp,36,12
2022-09-24,wk inc flu hosp,39,12
2022-09-24,wk inc flu hosp,40,8
2022-09-24,wk inc flu hosp,41,1
2022-09-24,wk inc flu hosp,42,35
2022-09-24,wk inc flu hosp,72,50
2022-09-24,wk inc flu hosp,44,0
2022-09-24,wk inc flu hosp,45,18
2022-09-24,wk inc flu hosp,46,7
2022-09-24,wk inc flu hosp,47,35
2022-09-24,wk inc flu hosp,48,128
2022-09-24,wk inc flu hosp,US,742
2022-09-24,wk inc flu hosp,49,1
2022-09-24,wk inc flu hosp,51,18
2022-09-24,wk inc flu hosp,50,0
2022-09-24,wk inc flu hosp,53,10
2022-09-24,wk inc flu hosp,55,4
2022-09-24,wk inc flu hosp,54,1
2022-09-24,wk inc flu hosp,56,0
2022-10-01,wk inc flu hosp,02,2
2022-10-01,wk inc flu hosp,01,24
2022-10-01,wk inc flu hosp,05,10
2022-10-01,wk inc flu hosp,04,10
2022-10-01,wk inc flu hosp,06,72
2022-10-01,wk inc flu hosp,08,3
2022-10-01,wk inc flu hosp,09,2
2022-10-01,wk inc flu hosp,11,0
2022-10-01,wk inc flu hosp,10,0
2022-10-01,wk inc flu hosp,12,77
2022-10-01,wk inc flu hosp,13,54
2022-10-01,wk inc flu hosp,15,5
2022-10-01,wk inc flu hosp,19,5
